symbol,name,reportDate,fiscalDateEnding,estimate,currency
QCAAF,QCAAF,2023-11-27,2023-09-30,,CAD
QCOM,Qualcomm Inc,2024-01-31,2023-12-31,2.11,USD
QCRH,QCR Holding Inc,2024-01-22,2023-12-31,1.33,USD
QD,Qudian Inc,2023-11-20,2023-09-30,,CNY
QEPC,QEPC,2024-01-15,2023-11-30,,USD
QFIN,360 DigiTech Inc,2023-11-13,2023-09-30,0.88,CNY
QFTA,Quantum Fintech Acquisition Corp,2023-11-06,2023-09-30,,USD
QGLDF,QGLDF,2023-11-25,2023-09-30,,CAD
QH,Quhuo Ltd,2023-11-13,2023-09-30,,CNY
QIFTF,QIFTF,2023-11-21,2023-09-30,,CAD
QIPT,Quipt Home Medical Corp,2023-12-19,2023-09-30,0.01,CAD
QIWI,QIWI plc,2023-11-22,2023-09-30,0,RUB
QLGN,Qualigen Therapeutics Inc,2023-11-13,2023-09-30,-0.92,USD
QMCI,QMCI,2023-11-08,2023-09-30,,USD
QMCO,Quantum Corp,2024-01-31,2023-12-31,0.03,USD
QNBC,QNBC,2024-01-22,2023-12-31,,USD
QNCX,Quince Therapeutics Inc,2023-11-06,2023-09-30,,USD
QNRX,Quoin Pharmaceuticals Ltd,2023-11-08,2023-09-30,-2.72,USD
QNTO,QNTO,2024-01-29,2023-12-31,,USD
QRHC,Quest Resource Holding Corp,2023-11-13,2023-09-30,0.1125,USD
QRTEA,Qurate Retail Inc - Series A,2023-11-03,2023-09-30,0.04,USD
QRTEB,Qurate Retail Inc - Series B,2023-11-03,2023-09-30,0.04,USD
QRVO,Qorvo Inc,2024-01-30,2023-12-31,1.61,USD
QSAM,QSAM Biosciences Inc,2023-11-13,2023-09-30,,USD
QSEP,QSEP,2023-11-08,2023-09-30,,USD
QSI,Quantum-Si Incorporated - Class A,2023-11-09,2023-09-30,-0.19,USD
QSR,Restaurant Brands International Inc,2023-11-03,2023-09-30,0.85,USD
QTEK,QTEK,2023-11-14,2023-09-30,-0.05,USD
QTEKQ,QTEKQ,2023-11-14,2023-09-30,-0.05,USD
QTEYF,QTEYF,2023-11-07,2023-09-30,,CAD
QTNTQ,QTNTQ,2023-11-13,2023-09-30,-3.6,USD
QTRHF,QTRHF,2023-11-08,2023-09-30,-0.01,CAD
QTRX,Quanterix Corp,2023-11-06,2023-09-30,-0.37,USD
QUBT,Quantum Computing Inc,2023-11-15,2023-09-30,-0.1,USD
QUIK,Quicklogic Corp,2023-11-13,2023-09-30,0.13,USD
QUISF,QUISF,2023-11-13,2023-09-30,,USD
QUOT,QUOT,2023-11-06,2023-09-30,0.01,USD
QUTIF,QUTIF,2023-11-27,2023-09-30,,CAD
QYOUF,QYOUF,2023-11-29,2023-09-30,,CAD
RAAS,RAAS,2023-11-10,2023-09-30,,CNY
RAASY,RAASY,2023-11-08,2023-09-30,,USD
RACE,Ferrari N.V.,2024-02-01,2023-12-31,1.63,EUR
RAD,RAD,2023-12-19,2023-11-30,-1.71,USD
RADCQ,RADCQ,2023-12-19,2023-11-30,-1.71,USD
RADI,Radius Global Infrastructure Inc - Class A,2023-11-06,2023-09-30,-0.32,USD
RAFI,RAFI,2023-11-14,2023-09-30,,USD
RAIL,FreightCar America Inc,2023-11-06,2023-09-30,-0.03,USD
RAIN,Rain Oncology Inc,2023-11-08,2023-09-30,-0.27,USD
RAMP,LiveRamp Holdings Inc,2023-11-08,2023-09-30,0.24,USD
RAND,Rand Capital Corp,2023-11-06,2023-09-30,,USD
RANI,Rani Therapeutics Holdings Inc Class A,2023-11-14,2023-09-30,-0.4358,USD
RAPT,RAPT Therapeutics Inc,2023-11-08,2023-09-30,-0.75,USD
RAVE,Rave Restaurant Group Inc,2024-01-31,2023-12-31,,USD
RAYT,RAYT,2023-12-27,2023-09-30,,USD
RAYT,RAYT,2024-01-15,2023-12-31,,USD
RBA,RB Global Inc,2023-11-09,2023-09-30,0.51,USD
RBB,RBB Bancorp,2024-01-22,2023-12-31,0.35,USD
RBC,RBC Bearings Inc,2023-11-09,2023-09-30,2.05,USD
RBCAA,Republic Bancorp Inc (KY) - Class A,2024-01-25,2023-12-31,0.73,USD
RBCN,RBCN,2023-11-07,2023-09-30,-0.11,USD
RBKB,Rhinebeck Bancorp Inc,2024-01-24,2023-12-31,,USD
RBLX,Roblox Corporation - Class A,2023-11-08,2023-09-30,-0.5,USD
RBOT,Vicarious Surgical Inc - Class A,2023-11-13,2023-09-30,-0.14,USD
RBSH,RBSH,2023-11-21,2023-09-30,0,USD
RBT,Rubicon Technologies Inc - Class A,2023-11-08,2023-09-30,-0.2293,USD
RBTK,RBTK,2023-11-14,2023-09-30,,USD
RBZHF,RBZHF,2023-11-29,2023-09-30,0,USD
RC,Ready Capital Corp,2023-11-07,2023-09-30,0.36,USD
RCAT,Red Cat Holdings Inc,2023-12-13,2023-10-31,-0.07,USD
RCEL,AVITA Medical Inc,2023-11-09,2023-09-30,-0.44,AUD
RCI,Rogers Communications Inc - Class B,2023-11-07,2023-09-30,0.8898,USD
RCI,Rogers Communications Inc - Class B,2024-01-31,2023-12-31,0.8408,USD
RCKTF,RCKTF,2023-11-25,2023-09-30,,CAD
RCM,R1 RCM Inc,2023-11-06,2023-09-30,0.02,USD
RCMT,RCM Technologies Inc,2023-11-07,2023-09-30,0.32,USD
RCRT,Recruiter.com Group Inc,2023-11-06,2023-09-30,-2.1,USD
RCUS,Arcus Biosciences Inc,2023-11-07,2023-09-30,-1.13,USD
RDCM,Radcom,2023-11-08,2023-09-30,0.09,USD
RDCPF,RDCPF,2023-11-27,2023-09-30,,CAD
RDHL,Redhill Biopharma Ltd,2023-11-27,2023-09-30,,USD
RDI,Reading International Inc - Class A,2023-11-07,2023-09-30,-0.01,USD
RDIB,Reading International Inc - Class B,2023-11-08,2023-09-30,0.0417,USD
RDNT,Radnet Inc,2023-11-09,2023-09-30,0.06,USD
RDTCF,RDTCF,2024-01-25,2023-11-30,,CAD
RDUS,Schnitzer Steel Industries Inc - Class A,2024-01-03,2023-11-30,-0.61,USD
RDVT,Red Violet Inc,2023-11-07,2023-09-30,,USD
RDW,Redwire Corporation,2023-11-06,2023-09-30,-0.14,USD
RDY,Dr. Reddy`s Laboratories Ltd,2024-01-26,2023-12-31,0.7219,INR
REAL,Therealreal Inc,2023-11-07,2023-09-30,-0.26,USD
REAX,The Real Brokerage Inc,2023-11-24,2023-09-30,-0.0275,USD
REBN,Reborn Coffee Inc,2023-11-14,2023-09-30,0,USD
REE,REE Automotive Ltd - Class A,2023-11-15,2023-09-30,-2.19,USD
REED,REED,2023-11-10,2023-09-30,-0.4,USD
REEMF,REEMF,2023-11-03,2023-09-30,0,USD
REFI,Chicago Atlantic Real Estate Finance Inc,2023-11-08,2023-09-30,0.52,USD
REGN,Regeneron Pharmaceuticals Inc,2024-02-01,2023-12-31,10.77,USD
REGX,REGX,2023-12-18,2023-09-30,,USD
REKR,Rekor Systems Inc,2023-11-14,2023-09-30,-0.15,USD
RELI,Reliance Global Group Inc,2023-11-13,2023-09-30,,USD
RELL,Richardson Electronics Ltd,2024-01-02,2023-11-30,0.01,USD
RELV,RELV,2023-11-10,2023-09-30,0,USD
REMI,REMI,2023-11-29,2023-09-30,0,EUR
RENN,RENN,2023-11-05,2023-09-30,,USD
RENT,Rent the Runway Inc - Class A,2023-12-07,2023-10-31,-0.44,USD
REOS,REOS,2023-11-16,2023-09-30,0,USD
REPX,Riley Exploration Permian Inc,2023-11-07,2023-09-30,1.72,USD
RERE,ATRenew Inc,2023-11-20,2023-09-30,,CNY
RES,RPC Inc,2024-01-23,2023-12-31,0.22,USD
RETA,Reata Pharmaceuticals Inc - Class A,2023-11-06,2023-09-30,-2.27,USD
REUN,REUN,2023-11-13,2023-09-30,-0.3047,CAD
REVB,Revelation Biosciences Inc,2023-11-08,2023-09-30,-0.3,USD
REVG,REV Group Inc,2023-12-12,2023-10-31,0.34,USD
REVRQ,REVRQ,2023-11-06,2023-09-30,,USD
REX,REX American Resources Corp,2023-11-29,2023-10-31,0.68,USD
REYN,Reynolds Consumer Products Inc,2023-11-08,2023-09-30,0.37,USD
RF,Regions Financial Corp,2024-01-19,2023-12-31,0.46,USD
RFIL,RF Industries Ltd,2024-01-10,2023-10-31,-0.04,USD
RFL,Rafael Holdings Inc - Class B,2023-12-11,2023-10-31,,USD
RGA,Reinsurance Group Of America Inc,2024-01-31,2023-12-31,4.3,USD
RGBOQ,RGBOQ,2023-11-20,2023-09-30,0,USD
RGBP,RGBP,2023-11-13,2023-09-30,,USD
RGBP,RGBP,2024-01-15,2023-12-31,,USD
RGCO,RGC Resources Inc,2023-11-14,2023-09-30,-0.02,USD
RGDFF,RGDFF,2023-11-27,2023-09-30,,CAD
RGDXQ,RGDXQ,2023-11-16,2023-09-30,0,USD
RGF,Real Good Food Company Inc (The) - Class A,2023-12-05,2023-09-30,-0.195,USD
RGLS,Regulus Therapeutics Inc,2023-11-08,2023-09-30,-0.4,USD
RGNX,Regenxbio Inc,2023-11-08,2023-09-30,-1.52,USD
RGP,Resources Connection Inc,2024-01-02,2023-12-31,0.18,USD
RGRX,RGRX,2023-11-10,2023-09-30,0,USD
RGS,Regis Corp,2024-01-30,2023-12-31,-0.06,USD
RGTI,Rigetti Computing Inc,2023-11-09,2023-10-31,-0.12,USD
RGUS,RGUS,2024-01-03,2023-10-31,0,USD
RH,RH - Class A,2023-12-06,2023-11-30,0.97,USD
RHDGF,RHDGF,2023-11-07,2023-09-30,0,USD
RHE,Regional Health Properties Inc,2023-11-13,2023-09-30,,USD
RHHBY,RHHBY,2024-02-01,2023-12-31,1.11,USD
RHI,Robert Half Inc,2024-01-24,2023-12-31,0.82,USD
RHP,Ryman Hospitality Properties Inc,2023-11-06,2023-09-30,0.77,USD
RHUHF,RHUHF,2024-01-17,2023-11-30,,CAD
RICK,RCI Hospitality Holdings Inc,2023-12-12,2023-09-30,1.13,USD
RICOY,RICOY,2023-11-08,2023-09-30,0.1402,JPY
RICOY,RICOY,2024-02-01,2023-12-31,0.2052,JPY
RIDE,RIDE,2023-11-06,2023-09-30,,USD
RIDEQ,RIDEQ,2023-11-06,2023-09-30,,USD
RIGL,Rigel Pharmaceuticals,2023-11-07,2023-09-30,-0.07,USD
RIHT,RIHT,2023-11-10,2023-09-30,0,USD
RIINF,RIINF,2024-01-27,2023-11-30,,CAD
RIOT,Riot Platforms Inc,2023-11-06,2023-09-30,-0.2,USD
RITT,RITT,2023-11-21,2023-09-30,0,USD
RIVN,Rivian Automotive Inc - Class A,2023-11-07,2023-09-30,-1.32,USD
RJDG,RJDG,2023-12-06,2023-11-30,,USD
RJF,Raymond James Financial Inc,2024-01-23,2023-12-31,2.25,USD
RKDA,Arcadia Biosciences Inc,2023-11-09,2023-09-30,-3.19,USD
RKHNF,RKHNF,2023-11-08,2023-09-30,,CAD
RKIGF,RKIGF,2023-11-29,2023-10-31,,CAD
RKLB,Rocket Lab USA Inc,2023-11-08,2023-09-30,-0.0444,USD
RKMSF,RKMSF,2023-11-30,2023-09-30,,CAD
RKNEF,RKNEF,2023-11-06,2023-09-30,,USD
RKUNY,RKUNY,2023-11-09,2023-09-30,-0.0529,JPY
RL,Ralph Lauren Corp - Class A,2023-11-08,2023-09-30,1.92,USD
RLBY,RLBY,2023-11-13,2023-09-30,,USD
RLGT,Radiant Logistics Inc,2023-12-26,2023-09-30,0.09,USD
RLI,RLI Corp,2024-01-23,2023-12-31,1.45,USD
RLLMF,RLLMF,2023-11-17,2023-09-30,,USD
RLLMF,RLLMF,2024-01-25,2023-12-31,,USD
RLMD,Relmada Therapeutics Inc,2023-11-08,2023-09-30,-0.91,USD
RLX,RLX Technology Inc,2023-11-13,2023-09-30,0.01,CNY
RLYB,Rallybio Corp,2023-11-07,2023-09-30,-0.5088,USD
RMBI,Richmond Mutual Bancorporation Inc,2024-01-24,2023-12-31,,USD
RMBL,RumbleON Inc - Class B,2023-11-07,2023-09-30,-0.51,USD
RMCF,Rocky Mountain Chocolate Factory Inc,2024-01-10,2023-11-30,,USD
RMD,Resmed Inc,2024-01-24,2023-12-31,1.77,USD
RMED,RMED,2023-11-13,2023-09-30,,USD
RMIAF,RMIAF,2023-11-27,2023-09-30,,CAD
RMR,RMR Group Inc (The) - Class A,2023-11-15,2023-09-30,0.45,USD
RMR,RMR Group Inc (The) - Class A,2024-01-23,2023-12-31,0.43,USD
RMSL,RMSL,2023-11-13,2023-09-30,,USD
RMTD,RMTD,2023-11-10,2023-09-30,0,USD
RMTI,Rockwell Medical Inc,2023-11-14,2023-09-30,-0.1,USD
RMTO,RMTO,2023-11-14,2023-09-30,0,USD
RNA,Avidity Biosciences Inc,2023-11-06,2023-09-30,-0.77,USD
RNG,RingCentral Inc - Class A,2023-11-06,2023-09-30,0.75,USD
RNLX,Renalytix Plc,2023-11-29,2023-09-30,-0.11,USD
RNR,RenaissanceRe Holdings Ltd,2024-01-29,2023-12-31,7.48,USD
RNST,Renasant Corp,2024-01-22,2023-12-31,0.64,USD
RNVA,RNVA,2023-11-13,2023-09-30,0,USD
RNW,ReNew Energy Global plc - Class A,2023-11-13,2023-09-30,0.1,INR
RNWEY,RNWEY,2023-11-15,2023-09-30,-0.05,USD
RNXT,RenovoRx Inc,2023-11-13,2023-09-30,-0.3,USD
ROAD,Construction Partners Inc - Class A,2023-11-20,2023-09-30,0.52,USD
ROIUF,ROIUF,2023-11-16,2023-09-30,,CAD
ROIV,Roivant Sciences Ltd,2023-11-13,2023-09-30,-0.31,USD
ROK,Rockwell Automation Inc,2024-01-24,2023-12-31,2.93,USD
ROMJF,ROMJF,2023-11-14,2023-09-30,,CAD
ROP,Roper Technologies Inc,2024-01-25,2023-12-31,4.33,USD
ROSGQ,ROSGQ,2023-12-20,2023-09-30,0,USD
ROST,Ross Stores Inc,2023-11-15,2023-10-31,1.21,USD
ROVR,Rover Group Inc - Class A,2023-11-06,2023-09-30,0.03,USD
ROWKF,ROWKF,2023-11-22,2023-09-30,,CAD
ROYL,ROYL,2023-11-14,2023-09-30,0,USD
ROYTL,ROYTL,2023-11-07,2023-09-30,0,USD
RPAY,Repay Holdings Corporation - Class A,2023-11-09,2023-09-30,0.21,USD
RPHM,Reneo Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.57,USD
RPID,Rapid Micro Biosystems Inc - Class A,2023-11-03,2023-10-31,-0.31,USD
RPM,RPM International Inc,2024-01-03,2023-11-30,1.22,USD
RPMT,RPMT,2023-11-13,2023-09-30,0,USD
RPRX,Royalty Pharma plc - Class A,2023-11-08,2023-09-30,0.77,USD
RPTX,Repare Therapeutics Inc,2023-11-07,2023-09-30,-0.86,USD
RRBI,Red River Bancshares Inc,2024-01-29,2023-12-31,0.98,USD
RROTF,RROTF,2023-12-04,2023-10-31,,CAD
RROYF,RROYF,2023-11-30,2023-09-30,,CAD
RRR,Red Rock Resorts Inc - Class A,2023-11-07,2023-09-30,0.48,USD
RRTS,RRTS,2023-11-08,2023-09-30,0,USD
RRX,Regal Rexnord Corp,2024-01-30,2023-12-31,2.92,USD
RSAU,RSAU,2023-11-16,2023-09-30,0,USD
RSCF,RSCF,2023-11-07,2023-09-30,,USD
RSCZF,RSCZF,2023-11-18,2023-09-30,,CAD
RSGOF,RSGOF,2023-11-20,2023-09-30,,CAD
RSGUF,RSGUF,2023-11-29,2023-09-30,,USD
RSKD,Riskified Ltd - Class A,2023-11-15,2023-09-30,-0.06,USD
RSKIA,RSKIA,2023-12-13,2023-10-31,,USD
RSLS,ReShape Lifesciences Inc,2023-11-13,2023-09-30,-1.2,USD
RSMDF,RSMDF,2024-01-25,2023-12-31,0.1741,USD
RSPI,RSPI,2023-11-13,2023-09-30,0,USD
RSRBF,RSRBF,2023-11-27,2023-09-30,,CAD
RSSS,Research Solutions Inc,2023-11-09,2023-09-30,-0.03,USD
RSTN,RSTN,2023-11-07,2023-09-30,,USD
RSVR,Reservoir Media Inc,2023-11-07,2023-09-30,0.02,USD
RTC,Baijiayun Group Ltd - Class A,2023-11-03,2023-09-30,,CNY
RTMAF,RTMAF,2023-12-14,2023-10-31,,CAD
RTNB,RTNB,2023-11-29,2023-09-30,0,USD
RTX,RTX Corp,2024-01-22,2023-12-31,1.18,USD
RUBLF,RUBLF,2023-11-08,2023-09-30,,CAD
RUM,Rumble Inc - Class A,2023-11-13,2023-09-30,-0.08,USD
RUPRF,RUPRF,2024-01-24,2023-11-30,,CAD
RUSMF,RUSMF,2023-11-08,2023-09-30,0.67,CAD
RVIV,RVIV,2024-01-08,2023-11-30,,USD
RVLCF,RVLCF,2023-11-29,2023-09-30,,CAD
RVLP,RVLP,2023-11-08,2023-09-30,-0.08,USD
RVLPQ,RVLPQ,2023-11-08,2023-09-30,-0.11,USD
RVMD,Revolution Medicines Inc,2023-11-06,2023-09-30,-1.01,USD
RVNC,Revance Therapeutics Inc,2023-11-06,2023-09-30,-0.89,USD
RVP,Retractable Technologies Inc,2023-11-13,2023-09-30,,USD
RVPH,Reviva Pharmaceuticals Holdings Inc,2023-11-13,2023-09-30,-0.37,USD
RVRF,RVRF,2023-11-05,2023-09-30,,USD
RVSB,Riverview Bancorp Inc,2024-01-24,2023-12-31,0.11,USD
RVSN,Rail Vision Ltd,2023-12-05,2023-09-30,-0.16,USD
RVVTF,RVVTF,2023-11-06,2023-09-30,,CAD
RVYL,Ryvyl Inc Com New,2023-11-13,2023-09-30,-0.4,USD
RWAY,Runway Growth Finance Corp,2023-11-07,2023-09-30,0.47,USD
RWBYF,RWBYF,2023-11-27,2023-09-30,,CAD
RWCRF,RWCRF,2023-11-09,2023-09-30,,USD
RWEOY,RWEOY,2023-11-14,2023-09-30,0.654,EUR
RWLK,Rewalk Robotics Ltd,2023-11-06,2023-09-30,-0.11,USD
RXDX,RXDX,2023-11-09,2023-09-30,-0.985,USD
RXMD,RXMD,2023-11-13,2023-09-30,,USD
RXMDD,RXMDD,2023-11-13,2023-09-30,,USD
RXO,RXO Inc,2023-11-07,2023-09-30,0.02,USD
RXRX,Recursion Pharmaceuticals Inc - Class A,2023-11-06,2023-09-30,-0.38,USD
RXST,RxSight Inc,2023-11-09,2023-09-30,-0.43,USD
RXT,Rackspace Technology Inc,2023-11-07,2023-09-30,-0.05,USD
RY,Royal Bank Of Canada,2023-11-30,2023-10-31,1.89,CAD
RYAAY,Ryanair Holdings Plc,2023-11-06,2023-09-30,8.16,EUR
RYAM,Rayonier Advanced Materials Inc,2023-11-07,2023-09-30,-0.24,USD
RYCEY,RYCEY,2023-11-29,2023-09-30,0,GBP
RYDAF,RYDAF,2024-02-01,2023-12-31,1.03,USD
RYKKY,RYKKY,2024-01-08,2023-11-30,0,JPY
RYN,Rayonier Inc,2024-01-30,2023-12-31,0.1728,USD
RYTM,Rhythm Pharmaceuticals Inc,2023-11-07,2023-09-30,-0.74,USD
RYZB,RayzeBio Inc,2023-11-29,2023-09-30,-0.69,USD
RZLT,Rezolute Inc,2023-11-07,2023-09-30,-0.28,USD
RZREF,RZREF,2023-11-22,2023-09-30,,CAD
S,SentinelOne Inc - Class A,2023-12-05,2023-10-31,-0.08,USD
SA,Seabridge Gold Inc,2023-11-13,2023-09-30,-0.03,USD
SABK,SABK,2024-01-23,2023-12-31,0.28,USD
SABS,SAB Biotherapeutics Inc,2023-11-13,2023-09-30,-0.12,USD
SACH,Sachem Capital Corp,2023-11-07,2023-09-30,0.11,USD
SAENF,SAENF,2023-11-20,2023-09-30,,CAD
SAGE,Sage Therapeutics Inc,2023-11-07,2023-09-30,-2.73,USD
SAHRF,SAHRF,2023-11-27,2023-09-30,,CAD
SAIA,Saia Inc,2024-02-01,2023-12-31,3.23,USD
SAIC,Science Applications International Corp,2023-12-04,2023-10-31,1.68,USD
SAL,SAL,2024-01-23,2023-12-31,,USD
SAMG,Silvercrest Asset Management Group Inc - Class A,2023-11-03,2023-09-30,0.38,USD
SAN,Banco Santander S.A.,2024-01-31,2023-12-31,0.1647,EUR
SAND,Sandstorm Gold Ltd,2023-11-06,2023-09-30,0.01,USD
SANG,SANGSTAT MEDICAL CORP,2023-11-08,2023-09-30,-0.02,USD
SANM,Sanmina Corp,2023-11-06,2023-09-30,1.53,USD
SANM,Sanmina Corp,2024-01-29,2023-12-31,1.64,USD
SANW,S&W Seed Company,2023-11-13,2023-09-30,-0.1,USD
SAP,Sap SE,2024-01-24,2023-12-31,1.69,EUR
SAPIF,SAPIF,2023-11-09,2023-09-30,0.31,CAD
SAPX,SAPX,2023-11-29,2023-09-30,0,USD
SAR,Saratoga Investment Corp,2024-01-08,2023-11-30,1.03,USD
SASI,Sigma Additive Solutions Inc,2023-11-13,2023-09-30,-1.8,USD
SASR,Sandy Spring Bancorp,2024-01-24,2023-12-31,0.52,USD
SAVA,Cassava Sciences Inc,2023-11-06,2023-09-30,-0.77,USD
SAWLF,SAWLF,2023-11-13,2023-09-30,,CAD
SAXPY,SAXPY,2023-11-08,2023-09-30,0.2796,EUR
SB,Safe Bulkers Inc,2023-11-07,2023-09-30,0.1,USD
SBCF,Seacoast Banking Corp Of Florida,2024-01-24,2023-12-31,0.4,USD
SBET,SharpLink Gaming Ltd,2023-11-30,2023-09-30,0,USD
SBEV,Splash Beverage Group Inc,2023-11-13,2023-09-30,-0.11,USD
SBFFF,SBFFF,2023-11-09,2023-09-30,0,USD
SBFFY,SBFFY,2023-11-09,2023-09-30,0,USD
SBFG,SB Financial Group Inc,2024-01-24,2023-12-31,0.37,USD
SBFM,Sunshine Biopharma Inc,2023-11-06,2023-09-30,-0.06,USD
SBH,Sally Beauty Holdings Inc,2023-11-08,2023-09-30,0.46,USD
SBH,Sally Beauty Holdings Inc,2024-01-31,2023-12-31,0.55,USD
SBIG,SpringBig Holdings Inc,2023-11-13,2023-09-30,-0.03,USD
SBLK,Star Bulk Carriers Corp,2023-11-13,2023-09-30,0.27,USD
SBNY,SBNY,2023-11-03,2023-09-30,3.89,USD
SBNY,SBNY,2024-01-15,2023-12-31,4.06,USD
SBR,Sabine Royalty Trust,2023-11-09,2023-09-30,,USD
SBRA,Sabra Healthcare REIT Inc,2023-11-06,2023-09-30,0.13,USD
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo.,2023-11-09,2023-09-30,0.2625,USD
SBSAA,SBSAA,2023-11-27,2023-09-30,,USD
SBSI,Southside Bancshares Inc,2024-01-25,2023-12-31,0.68,USD
SBT,Sterling Bancorp Inc,2024-01-29,2023-12-31,0.05,USD
SBUX,Starbucks Corp,2024-01-31,2023-12-31,0.9578,USD
SBWFF,SBWFF,2023-12-13,2023-10-31,,CAD
SCCAF,SCCAF,2023-11-09,2023-09-30,,CAD
SCCO,Southern Copper Corporation,2024-02-01,2023-12-31,0.8379,USD
SCEYF,SCEYF,2023-11-08,2023-09-30,,CAD
SCGLY,SCGLY,2023-11-03,2023-09-30,0.1697,EUR
SCHL,Scholastic Corp,2023-12-13,2023-11-30,2.65,USD
SCHN,SCHN,2024-01-03,2023-12-31,0.45,USD
SCHN,SCHN,2024-01-03,2023-11-30,0.45,USD
SCHW,Charles Schwab Corp,2024-01-16,2023-12-31,0.7,USD
SCIA,SCIA,2024-02-01,2023-12-31,,USD
SCIE,SCIE,2023-11-29,2023-09-30,0,USD
SCM,Stellus Capital Investment Corp,2023-11-07,2023-09-30,0.47,USD
SCND,SCND,2023-11-13,2023-09-30,,USD
SCOR,Comscore Inc,2023-11-06,2023-09-30,-0.04,USD
SCPH,scPharmaceuticals Inc,2023-11-08,2023-09-30,-0.36,USD
SCPL,Sciplay Corp - Class A,2023-11-07,2023-09-30,0.23,USD
SCPS,SCPS,2023-11-29,2023-09-30,0,USD
SCRCQ,SCRCQ,2023-11-29,2023-09-30,0,USD
SCRYY,SCRYY,2023-11-10,2023-09-30,0.1106,EUR
SCS,Steelcase Inc - Class A,2023-12-18,2023-11-30,0.23,USD
SCSC,Scansource Inc,2023-11-09,2023-09-30,0.91,USD
SCTL,Societal CDMO Inc,2023-11-07,2023-09-30,-0.02,USD
SCU,Sculptor Capital Management Inc - Class A,2023-11-06,2023-09-30,0.311,USD
SCVL,Shoe Carnival Inc,2023-11-14,2023-08-31,,USD
SCVL,Shoe Carnival Inc,2023-11-14,2023-10-31,1.01,USD
SCWX,SecureWorks Corp - Class A,2023-11-29,2023-10-31,-0.07,USD
SCYX,Scynexis Inc,2023-11-07,2023-09-30,-0.15,USD
SCYYF,SCYYF,2023-11-08,2023-09-30,,USD
SCZC,SCZC,2024-01-24,2023-12-31,,USD
SDC,SDC,2023-11-06,2023-09-30,-0.07,USD
SDCCQ,SDCCQ,2023-11-06,2023-09-30,-0.07,USD
SDCH,SDCH,2023-12-20,2023-09-30,0,USD
SDIG,Stronghold Digital Mining Inc - Class A,2023-11-07,2023-09-30,-0.95,USD
SDOT,Sadot Group Inc,2023-11-08,2023-09-30,0.01,USD
SDPI,Superior Drilling Products Inc,2023-11-09,2023-09-30,0.02,USD
SDRL,Seadrill Ltd,2023-11-14,2023-09-30,0.8642,USD
SDVKY,SDVKY,2024-01-25,2023-12-31,0.3211,SEK
SDXAY,SDXAY,2024-01-10,2023-11-30,0,EUR
SE,Sea Ltd,2023-11-13,2023-09-30,0.03,USD
SEAC,Seachange International Inc,2023-11-13,2023-10-31,-0.55,USD
SEAS,SeaWorld Entertainment Inc,2023-11-08,2023-09-30,1.92,USD
SEAT,Vivid Seats Inc - Class A,2023-11-07,2023-09-30,0.0472,USD
SEBC,SEBC,2023-11-14,2023-09-30,,USD
SECO,Secoo Holding Ltd,2023-11-13,2023-09-30,,CNY
SECUF,SECUF,2023-12-18,2023-09-30,,CAD
SEEL,Seelos Therapeutics Inc,2023-11-03,2023-09-30,-0.0569,USD
SEER,Seer Inc - Class A,2023-11-07,2023-09-30,-0.4,USD
SEGI,SEGI,2023-11-14,2023-09-30,0,USD
SEIC,SEI Investments Company,2024-01-23,2023-12-31,0.88,USD
SEII,SEII,2023-11-06,2023-09-30,,USD
SEKEY,SEKEY,2024-02-01,2023-12-31,0.2094,JPY
SELF,Global Self Storage Inc,2023-11-06,2023-09-30,0.06,USD
SENEA,Seneca Foods Corp - Class A,2023-11-07,2023-09-30,,USD
SENEB,Seneca Foods Corp - Class B,2023-11-08,2023-09-30,0,USD
SENR,SENR,2023-11-21,2023-09-30,,USD
SENS,Senseonics Holdings Inc,2023-11-09,2023-09-30,-0.03,USD
SEOAY,SEOAY,2024-02-01,2023-12-31,0.0058,EUR
SEOVF,SEOVF,2024-01-26,2023-10-31,,CAD
SEPOF,SEPOF,2024-01-24,2023-12-31,,CAD
SERA,Sera Prognostics Inc Class A,2023-11-08,2023-09-30,-0.336,USD
SES,SES AI Corporation - Class A,2023-11-07,2023-09-30,-0.0698,USD
SESN,SESN,2023-11-06,2023-09-30,,USD
SEUSF,SEUSF,2023-11-28,2023-09-30,,CAD
SEVCQ,SEVCQ,2023-12-02,2023-09-30,,EUR
SEZL,Sezzle Inc,2023-11-08,2023-09-30,0.38,USD
SF,Stifel Financial Corp,2024-01-23,2023-12-31,1.38,USD
SFBC,Sound Financial Bancorp Inc,2024-01-25,2023-12-31,,USD
SFBS,ServisFirst Bancshares Inc,2024-01-22,2023-12-31,0.89,USD
SFIX,Stitch Fix Inc - Class A,2023-12-04,2023-10-31,-0.25,USD
SFL,SFL Corporation Ltd,2023-11-22,2023-09-30,0.1886,USD
SFNC,Simmons First National Corp - Class A,2024-01-22,2023-12-31,0.36,USD
SFRX,SFRX,2023-11-13,2023-09-30,,USD
SFST,Southern First Bancshares Inc,2024-01-22,2023-12-31,0.37,USD
SFT,SFT,2023-11-06,2023-09-30,-0.47,USD
SFTBF,SFTBF,2023-11-09,2023-09-30,40.1,JPY
SFTBY,SFTBY,2023-11-09,2023-09-30,0.1436,JPY
