symbol,name,reportDate,fiscalDateEnding,estimate,currency
ECOX,ECOX,2023-11-03,2023-09-30,,USD
ECOX,ECOX,2024-01-06,2023-12-31,,USD
ECRFF,ECRFF,2023-11-22,2023-09-30,,CAD
ECRO,ECRO,2023-12-05,2023-09-30,0,USD
ECTM,ECTM,2023-11-13,2023-09-30,,USD
ECXJ,ECXJ,2024-01-11,2023-11-30,0,USD
EDAP,EDAP TMS S.A.,2023-11-09,2023-09-30,-0.11,EUR
EDIT,Editas Medicine Inc,2023-11-03,2023-09-30,-0.57,USD
EDN,Empresa Distribuidora y Comercial Norte S.A.,2023-11-10,2023-09-30,0.3659,ARS
EDR,Endeavor Group Holdings Inc - Class A,2023-11-08,2023-09-30,0.31,USD
EDRY,EuroDry Ltd,2023-11-08,2023-09-30,-0.95,USD
EDSA,Edesa Biotech Inc,2023-12-14,2023-09-30,-0.7,USD
EDSFF,EDSFF,2023-11-16,2023-09-30,0,CNY
EDTX,EDTX,2023-11-13,2023-09-30,,USD
EDTXF,EDTXF,2023-11-08,2023-09-30,-0.01,CAD
EDU,New Oriental Education & Technology Group Inc,2024-01-15,2023-11-30,0.3,USD
EDUC,Educational Development Corp,2024-01-03,2023-11-30,0.31,USD
EDVMF,EDVMF,2023-11-09,2023-09-30,0.2141,USD
EDXC,EDXC,2024-01-23,2023-12-31,0,USD
EE,Excelerate Energy Inc - Class A,2023-11-08,2023-09-30,0.3,USD
EEIQ,EpicQuest Education Group International Ltd,2023-11-29,2023-09-30,0,USD
EEIQ,EpicQuest Education Group International Ltd,2024-01-22,2023-12-31,,USD
EEMMF,EEMMF,2023-11-23,2023-09-30,,CAD
EESE,EESE,2023-11-14,2023-10-31,,USD
EEX,Emerald Holding Inc,2023-11-06,2023-09-30,-0.32,USD
EEYUF,EEYUF,2023-11-03,2023-09-30,,CAD
EFBI,EFBI,2024-01-25,2023-12-31,,USD
EFC,Ellington Financial Inc,2023-11-07,2023-09-30,0.41,USD
EFLVD,EFLVD,2023-12-04,2023-09-30,,USD
EFLVF,EFLVF,2023-12-04,2023-09-30,,USD
EFOI,Energy Focus Inc,2023-11-08,2023-09-30,,USD
EFRMF,EFRMF,2023-11-15,2023-09-30,,USD
EFRTF,EFRTF,2023-11-15,2023-09-30,,CAD
EFSC,Enterprise Financial Services Corp,2024-01-22,2023-12-31,1.19,USD
EFSH,1847 Holdings LLC,2023-11-14,2023-09-30,,USD
EFSI,EFSI,2024-01-29,2023-12-31,,USD
EFTR,eFFECTOR Therapeutics Inc,2023-11-06,2023-09-30,-0.12,USD
EFXT,Enerflex Ltd,2023-11-07,2023-09-30,,CAD
EGBN,Eagle Bancorp Inc (MD),2024-01-16,2023-12-31,0.68,USD
EGFEY,EGFEY,2023-11-07,2023-09-30,0.0399,EUR
EGFHF,EGFHF,2023-11-14,2023-09-30,,CAD
EGHSF,EGHSF,2023-12-13,2023-10-31,,CAD
EGHT,8X8 Inc,2024-01-30,2023-12-31,0.1062,USD
EGIEY,EGIEY,2023-11-06,2023-09-30,0.2177,BRL
EGIO,Edgio Inc,2023-11-09,2023-09-30,-0.07,USD
EGLX,Enthusiast Gaming Holdings Inc,2023-11-13,2023-09-30,-0.04,CAD
EGPLF,EGPLF,2023-11-22,2023-09-30,,CAD
EGRX,Eagle Pharmaceuticals Inc,2023-11-06,2023-09-30,1.09,USD
EGY,VAALCO Energy Inc,2023-11-07,2023-09-30,0.17,USD
EH,EHang Holdings Ltd,2023-11-30,2023-09-30,-1.04,CNY
EHAB,Enhabit Inc,2023-11-07,2023-09-30,0.0608,USD
EHMEF,EHMEF,2023-11-07,2023-09-30,,CAD
EHTH,eHealth Inc,2023-11-08,2023-09-30,-1.38,USD
EIC,Eagle Point Income Company Inc,2023-11-14,2023-09-30,,USD
EIFZF,EIFZF,2023-11-09,2023-09-30,,CAD
ELAN,Elanco Animal Health Inc,2023-11-07,2023-09-30,0.12,USD
ELBM,Electra Battery Materials Corp,2023-11-07,2023-09-30,-0.0445,CAD
ELDN,Eledon Pharmaceuticals Inc,2023-11-13,2023-09-30,-0.46,USD
ELEEF,ELEEF,2023-11-06,2023-09-30,,CAD
ELEMF,ELEMF,2023-11-27,2023-09-30,,USD
ELEV,Elevation Oncology Inc,2023-11-10,2023-09-30,-0.31,USD
ELF,e.l.f. Beauty Inc,2024-01-30,2023-12-31,0.4858,USD
ELFIF,ELFIF,2023-11-06,2023-09-30,,CAD
ELLH,ELLH,2023-11-09,2023-09-30,,USD
ELLKY,ELLKY,2023-11-28,2023-09-30,0,EUR
ELLO,Ellomay Capital Ltd,2023-12-27,2023-09-30,,EUR
ELMD,Electromed Inc,2023-11-07,2023-09-30,0.1,USD
ELMSQ,ELMSQ,2023-11-08,2023-09-30,-0.04,USD
ELOX,Eloxx Pharmaceuticals Inc,2023-11-08,2023-09-30,-1.97,USD
ELP,Cia Paranaense De Energia Copel,2023-11-08,2023-09-30,0.1785,USD
ELRFF,ELRFF,2023-11-09,2023-09-30,,USD
ELRNF,ELRNF,2023-11-13,2023-09-30,,USD
ELS,Equity Lifestyle Properties Inc,2024-01-29,2023-12-31,0.43,USD
ELSE,Electro-Sensors Inc,2023-11-13,2023-09-30,,USD
ELTK,Eltek Ltd,2023-11-14,2023-09-30,0.31,USD
ELTP,ELTP,2023-11-13,2023-09-30,0,USD
ELTX,Elicio Therapeutics Inc,2023-11-13,2023-09-30,,USD
ELUT,Elutia Inc - Class A,2023-11-13,2023-09-30,-0.54,USD
ELUXY,ELUXY,2024-01-31,2023-12-31,0.4196,SEK
ELV,Elevance Health Inc,2024-01-23,2023-12-31,5.6,USD
ELVA,Electrovaya Inc,2023-12-04,2023-09-30,,USD
ELVT,ELVT,2023-11-07,2023-09-30,,USD
ELYM,Eliem Therapeutics Inc,2023-11-06,2023-09-30,-0.14,USD
ELYS,ELYS,2023-11-13,2023-09-30,-0.08,USD
EM,Smart Share Global Ltd,2023-12-17,2023-09-30,0.01,CNY
EMAN,EMagin Corp,2023-11-08,2023-09-30,-0.04,USD
EMBC,Embecta Corp,2023-11-21,2023-09-30,0.4,USD
EMBK,EMBK,2023-11-06,2023-09-30,-1.95,USD
EMGDF,EMGDF,2023-11-27,2023-09-30,,CAD
EMITF,EMITF,2023-12-01,2023-09-30,0,ILS
EMKR,Emcore Corp,2023-12-18,2023-09-30,-0.08,USD
EML,Eastern Company,2023-11-07,2023-09-30,,USD
EMLAF,EMLAF,2023-12-13,2023-10-31,,CAD
EMMA,EMMA,2023-11-13,2023-09-30,-0.04,USD
EMMS,EMMS,2024-01-11,2023-11-30,0,USD
EMN,Eastman Chemical Company,2024-01-24,2023-12-31,1.35,USD
EMPW,EMPW,2023-11-08,2023-09-30,0.0288,USD
EMR,Emerson Electric Company,2023-11-07,2023-09-30,1.31,USD
EMRAF,EMRAF,2023-11-10,2023-09-30,,CAD
EMWPF,EMWPF,2023-11-29,2023-09-30,0.06,USD
EMX,EMX Royalty Corp,2023-11-13,2023-09-30,,USD
EMYB,EMYB,2023-11-10,2023-09-30,,USD
ENB,Enbridge Inc,2023-11-03,2023-09-30,0.43,CAD
ENBP,ENBP,2024-01-17,2023-12-31,,USD
ENCR,ENCR,2023-11-29,2023-09-30,0,USD
ENDI,ENDI,2023-11-14,2023-09-30,,USD
ENDPQ,ENDPQ,2023-11-07,2023-09-30,0.351,USD
ENFN,Enfusion Inc - Class A,2023-11-07,2023-09-30,0.05,USD
ENG,Englobal Corporation,2023-11-06,2023-09-30,0.1,USD
ENGIY,ENGIY,2023-11-07,2023-09-30,0.3311,EUR
ENLAY,ENLAY,2023-11-07,2023-09-30,0.2493,EUR
ENLT,Enlight Renewable Energy Ltd,2023-11-27,2023-09-30,0.094,ILS
ENLV,Enlivex Therapeutics Ltd,2023-12-15,2023-09-30,-0.32,USD
ENMPY,ENMPY,2023-11-15,2023-09-30,0,USD
ENOV,Enovis Corp,2023-11-07,2023-09-30,0.54,USD
ENR,Energizer Holdings Inc,2023-11-14,2023-09-30,1.13,USD
ENRT,ENRT,2023-11-27,2023-08-31,,USD
ENRT,ENRT,2024-01-04,2023-11-30,,USD
ENS,Enersys,2023-11-08,2023-09-30,1.81,USD
ENSC,Ensysce Biosciences Inc,2023-11-06,2023-09-30,-1.06,USD
ENSG,Ensign Group Inc,2024-01-31,2023-12-31,1.27,USD
ENSV,Enservco Corp,2023-12-21,2023-09-30,-0.11,USD
ENTA,Enanta Pharmaceuticals Inc,2023-11-20,2023-09-30,-2,USD
ENTBF,ENTBF,2024-01-29,2023-12-31,,CAD
ENTX,Entera Bio Ltd,2023-11-08,2023-09-30,-0.09,USD
ENV,Envestnet Inc,2023-11-08,2023-09-30,0.54,USD
ENVA,Enova International Inc,2024-01-30,2023-12-31,1.72,USD
ENVB,Enveric Biosciences Inc,2023-11-13,2023-09-30,-2.09,USD
ENVX,Enovix Corporation,2023-11-07,2023-09-30,-0.23,USD
ENX,Eaton Vance New York Municipal Bond Fund,2023-11-29,2023-09-30,0,USD
ENZ,Enzo Biochem Inc,2023-11-09,2023-10-31,,USD
ENZN,ENZN,2023-11-06,2023-09-30,,USD
EOLS,Evolus Inc,2023-11-07,2023-09-30,-0.17,USD
EONGY,EONGY,2023-11-08,2023-09-30,0.3278,EUR
EOSE,Eos Energy Enterprises Inc - Class A,2023-11-06,2023-09-30,-0.31,USD
EOT,Eaton Vance National Municipal Opportunities Trust,2023-12-28,2023-09-30,0,USD
EOXFF,EOXFF,2023-11-13,2023-09-30,,CAD
EP,Empire Petroleum Corporation,2023-11-13,2023-09-30,,USD
EPAC,Enerpac Tool Group Corp - Class A,2023-12-18,2023-11-30,0.29,USD
EPC,Edgewell Personal Care Company,2023-11-09,2023-09-30,0.64,USD
EPD,Enterprise Products Partners L P,2024-01-30,2023-12-31,0.69,USD
EPIX,Essa Pharma Inc,2023-12-11,2023-09-30,-0.22,USD
EPM,Evolution Petroleum Corporation,2023-11-07,2023-09-30,0.07,USD
EPOW,Sunrise New Energy Co. Ltd,2023-11-06,2023-09-30,,USD
EPRSQ,EPRSQ,2023-11-13,2023-09-30,0,USD
EPRXF,EPRXF,2023-11-06,2023-09-30,,CAD
EPSN,Epsilon Energy Ltd,2023-11-09,2023-09-30,,USD
EQ,Equillium Inc,2023-11-13,2023-09-30,-0.21,USD
EQBK,Equity Bancshares Inc - Class A,2024-01-23,2023-12-31,0.72,USD
EQGPF,EQGPF,2023-12-07,2023-09-30,,CAD
EQOSQ,EQOSQ,2023-11-29,2023-09-30,0,USD
EQRX,EQRx Inc,2023-11-09,2023-09-30,-0.16,USD
EQS,Equus Total Return Inc,2023-11-08,2023-09-30,,USD
ERAS,Erasca Inc,2023-11-08,2023-09-30,-0.2299,USD
ERDCF,ERDCF,2023-11-03,2023-09-30,,CAD
ERIC,Telefonaktiebolaget L M Ericsson,2024-01-23,2023-12-31,0.1137,SEK
ERILF,ERILF,2023-11-27,2023-09-30,,USD
ERINQ,ERINQ,2023-11-09,2023-09-30,0,USD
ERJ,Embraer S.A.,2023-11-06,2023-09-30,0.24,USD
ERLFF,ERLFF,2023-11-07,2023-09-30,,USD
ERNA,Eterna Therapeutics Inc,2023-11-06,2023-09-30,,USD
ERYP,ERYP,2023-11-06,2023-09-30,-0.2263,EUR
ES,Eversource Energy,2023-11-03,2023-09-30,0.98,USD
ESBS,ESBS,2024-01-29,2023-12-31,,USD
ESE,Esco Technologies Inc,2023-11-16,2023-09-30,1.22,USD
ESEA,Euroseas Ltd,2023-11-13,2023-09-30,3.01,USD
ESGR,Enstar Group Ltd,2023-11-03,2023-09-30,,USD
ESHSF,ESHSF,2023-11-25,2023-09-30,,CAD
ESLT,Elbit Systems Ltd,2023-11-28,2023-09-30,1.57,USD
ESMC,ESMC,2023-11-15,2023-09-30,0,USD
ESNC,ESNC,2023-11-14,2023-09-30,0,USD
ESOA,Energy Services of America Corp,2023-12-13,2023-09-30,0.09,USD
ESP,Espey Manufacturing & Electronics Corp,2023-11-08,2023-09-30,,USD
ESPGY,ESPGY,2023-11-29,2023-09-30,0,HKD
ESPR,Esperion Therapeutics Inc,2023-11-07,2023-09-30,-0.43,USD
ESQ,Esquire Financial Holdings Inc,2024-01-23,2023-12-31,1.15,USD
ESSA,ESSA Bancorp Inc,2024-01-23,2023-12-31,0.46,USD
ESTA,Establishment Labs Holdings Inc,2023-11-07,2023-09-30,-0.8,USD
ESTC,Elastic N.V,2023-11-28,2023-10-31,0.24,USD
ESVIF,ESVIF,2023-11-03,2023-09-30,,CAD
ETCC,ETCC,2024-01-26,2023-11-30,0,USD
ETD,Ethan Allen Interiors Inc,2024-01-23,2023-12-31,0.76,USD
ETN,Eaton Corporation plc,2024-02-01,2023-12-31,2.37,USD
ETNB,89bio Inc,2023-11-08,2023-09-30,-0.53,USD
ETOLF,ETOLF,2023-11-09,2023-09-30,,CAD
ETON,Eton Pharmaceuticals Inc,2023-11-09,2023-09-30,-0.1,USD
ETRGF,ETRGF,2023-11-13,2023-09-30,,CAD
ETRUF,ETRUF,2023-11-29,2023-09-30,,CAD
ETRUF,ETRUF,2024-01-20,2023-12-31,,CAD
ETWO,E2open Parent Holdings Inc - Class A,2024-01-08,2023-12-31,,USD
ETWO,E2open Parent Holdings Inc - Class A,2024-01-08,2023-11-30,0.04,USD
EU,enCore Energy Corp,2023-11-28,2023-09-30,0,USD
EUMNF,EUMNF,2023-12-17,2023-09-30,,CAD
EURN,Euronav NV,2024-02-01,2023-12-31,0.6152,USD
EUSP,EUSP,2023-11-13,2023-09-30,,USD
EUUND,EUUND,2024-01-29,2023-12-31,,CAD
EUUNF,EUUNF,2024-01-29,2023-12-31,,CAD
EVA,Enviva Inc,2023-11-08,2023-09-30,-0.29,USD
EVAX,Evaxion Biotech A/S,2023-11-13,2023-09-30,-0.19,USD
EVBG,Everbridge Inc,2023-11-09,2023-09-30,0.42,USD
EVBN,Evans Bancorp Inc,2024-01-31,2023-12-31,0.44,USD
EVCM,EverCommerce Inc,2023-11-06,2023-09-30,0.11,USD
EVER,EverQuote Inc - Class A,2023-11-06,2023-09-30,-0.79,USD
EVEX,Eve Holding Inc,2023-12-23,2023-09-30,-0.12,USD
EVFM,EVFM,2023-11-06,2023-09-30,,USD
EVGIF,EVGIF,2023-11-06,2023-09-30,,CAD
EVGN,Evogene Ltd,2023-11-20,2023-09-30,-0.16,USD
EVGO,EVgo Inc - Class A,2023-11-08,2023-09-30,-0.21,USD
EVIO,EVIO,2023-11-29,2023-09-30,0,USD
EVK,EVK,2023-11-13,2023-09-30,,USD
EVKG,EVKG,2023-11-13,2023-09-30,,USD
EVLO,Evelo Biosciences Inc,2023-11-13,2023-09-30,-0.97,USD
EVLV,Evolv Technologies Holdings Inc - Class A,2023-11-09,2023-09-30,-0.09,USD
EVM,Eaton Vance California Municipal Bond Fund,2023-11-27,2023-09-30,,USD
EVO,Evotec SE,2023-11-08,2023-09-30,-0.0312,EUR
EVOK,Evoke Pharma Inc,2023-11-07,2023-09-30,-0.62,USD
EVR,Evercore Inc - Class A,2024-01-30,2023-12-31,1.72,USD
EVRG,Evergy Inc,2023-11-07,2023-09-30,1.84,USD
EVRI,Everi Holdings Inc,2023-11-08,2023-09-30,0.24,USD
EVTZF,EVTZF,2023-12-06,2023-10-31,,CAD
EW,Edwards Lifesciences Corp,2024-01-29,2023-12-31,0.64,USD
EWBC,East West Bancorp Inc,2024-01-24,2023-12-31,1.98,USD
EWCZ,European Wax Center Inc - Class A,2023-11-08,2023-09-30,0.09,USD
EWPMF,EWPMF,2023-11-03,2023-09-30,,CAD
EWTX,Edgewise Therapeutics Inc,2023-11-03,2023-09-30,-0.4,USD
EXAI,Exscientia Plc,2023-11-13,2023-09-30,-0.4,USD
EXCOF,EXCOF,2023-11-27,2023-09-30,,USD
EXCOF,EXCOF,2024-01-29,2023-12-31,,USD
EXETF,EXETF,2023-11-10,2023-09-30,,CAD
EXFY,Expensify Inc - Class A,2023-11-07,2023-09-30,0.02,USD
EXK,Endeavour Silver Corp,2023-11-07,2023-09-30,0.01,USD
EXN,EXN,2023-11-06,2023-09-30,,USD
EXNRF,EXNRF,2023-11-06,2023-09-30,,USD
EXOD,EXOD,2023-11-10,2023-09-30,,USD
EXP,Eagle Materials Inc,2024-01-24,2023-12-31,3.54,USD
EXPD,Expeditors International Of Washington Inc,2023-11-07,2023-09-30,1.28,USD
EXPO,Exponent Inc,2024-01-31,2023-10-31,0.44,USD
EXPR,Express Inc,2023-12-06,2023-10-31,-7.18,USD
EXR,Extra Space Storage Inc,2023-11-07,2023-09-30,0.97,USD
EXROF,EXROF,2023-11-09,2023-09-30,-0.0445,CAD
EXSR,EXSR,2024-01-29,2023-12-31,,USD
EXTR,Extreme Networks Inc,2024-01-23,2023-12-31,0.3726,USD
EYE,National Vision Holdings Inc,2023-11-09,2023-09-30,0.09,USD
EYEN,Eyenovia Inc,2023-11-08,2023-09-30,-0.18,USD
EZFL,EzFill Holdings Inc,2023-11-08,2023-09-30,,USD
EZPW,EZCorp Inc - Class A,2023-11-14,2023-09-30,0.19,USD
EZPW,EZCorp Inc - Class A,2024-01-30,2023-12-31,0.315,USD
F,Ford Motor Company,2024-01-31,2023-12-31,0.14,USD
FA,First Advantage Corp,2023-11-09,2023-09-30,0.28,USD
FALC,FALC,2023-11-07,2023-09-30,,USD
FANG,Diamondback Energy Inc,2023-11-06,2023-09-30,4.97,USD
FANH,Fanhua Inc,2023-11-20,2023-09-30,,CNY
FANUY,FANUY,2024-01-26,2023-12-31,0.1158,JPY
FARM,Farmer Bros. Company,2023-11-09,2023-09-30,-0.29,USD
FAST,Fastenal Company,2024-01-18,2023-12-31,0.45,USD
FATE,Fate Therapeutics Inc,2023-11-08,2023-09-30,-0.57,USD
FATH,Fathom Digital Manufacturing Corporation - Class A,2023-11-14,2023-09-30,-1,USD
FAVO,FAVO,2023-11-09,2023-09-30,,USD
FBDS,FBDS,2024-01-03,2023-10-31,0,USD
FBIO,Fortress Biotech Inc,2023-11-13,2023-09-30,-3.21,USD
FBIZ,First Business Financial Services Inc,2024-01-24,2023-12-31,1.11,USD
FBK,FB Financial Corp,2024-01-15,2023-12-31,0.7,USD
FBMS,First Bancshares Inc Miss,2024-01-18,2023-12-31,0.72,USD
FBNC,First Bancorp,2024-01-22,2023-12-31,0.64,USD
FBP,First Bancorp PR,2024-01-25,2023-12-31,0.36,USD
FBRX,Forte Biosciences Inc,2023-11-13,2023-09-30,,USD
FBSI,FBSI,2024-01-18,2023-12-31,,USD
FBTT,FBTT,2024-01-29,2023-12-31,,USD
FC,Franklin Covey Company,2024-01-03,2023-11-30,0.405,USD
FCAFF,FCAFF,2023-11-13,2023-09-30,,USD
FCAP,First Capital Inc,2024-01-24,2023-12-31,,USD
FCBC,First Community Bankshares Inc,2024-01-23,2023-12-31,0.67,USD
FCCO,First Community Corp,2024-01-16,2023-12-31,0.38,USD
FCEL,Fuelcell Energy Inc,2023-12-18,2023-10-31,-0.08,USD
FCF,First Commonwealth Financial Corp,2024-01-22,2023-12-31,0.39,USD
FCFS,FirstCash Holdings Inc,2024-02-01,2023-12-31,1.83,USD
FCHS,FCHS,2023-11-09,2023-09-30,0,USD
FCIC,FCIC,2023-11-14,2023-09-30,,USD
FCMGF,FCMGF,2023-11-06,2023-09-30,,CAD
FCNCA,First Citizens Bancshares Inc (NC) - Class A,2024-01-24,2023-12-31,47.39,USD
FCOB,FCOB,2024-01-23,2023-12-31,0,USD
FCRD,FCRD,2023-11-06,2023-09-30,,USD
FCUUF,FCUUF,2023-11-15,2023-09-30,0,CAD
FCUV,Focus Universal Inc,2023-11-13,2023-09-30,-0.0067,USD
FCX,Freeport-McMoRan Inc,2024-01-23,2023-12-31,0.34,USD
FDBC,Fidelity D&D Bancorp Inc,2024-01-23,2023-12-31,,USD
FDMT,4D Molecular Therapeutics Inc,2023-11-07,2023-09-30,-0.59,USD
FDOGF,FDOGF,2023-11-27,2023-09-30,,CAD
FDS,Factset Research Systems Inc,2023-12-18,2023-11-30,4.11,USD
FDVA,FDVA,2024-01-26,2023-12-31,0,USD
FDX,Fedex Corp,2023-12-19,2023-11-30,4.16,USD
FEAM,5E Advanced Materials Inc,2023-11-09,2023-09-30,-0.23,USD
FECCF,FECCF,2023-11-09,2023-09-30,0.14,USD
FEDU,Four Seasons Education (Cayman) Inc,2023-11-13,2023-08-31,,CNY
FEDU,Four Seasons Education (Cayman) Inc,2024-01-09,2023-11-30,0,CNY
FEERF,FEERF,2023-12-23,2023-10-31,,CAD
FEIM,Frequency Electronics Inc,2023-12-18,2023-10-31,,USD
FEMFF,FEMFF,2023-11-05,2023-09-30,,CAD
FEMY,Femasys Inc,2023-11-09,2023-09-30,-0.2175,USD
FENC,Fennec Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.12,USD
FENG,Phoenix New Media Ltd,2023-11-13,2023-09-30,,CNY
FERG,Ferguson Plc.,2023-12-05,2023-10-31,2.62,USD
FETM,FETM,2024-01-29,2023-12-31,,USD
FEXXF,FEXXF,2023-11-24,2023-09-30,,CAD
FF,Futurefuel Corp,2023-11-09,2023-09-30,,USD
FFBC,First Financial Bancorp,2024-01-24,2023-12-31,0.61,USD
FFDF,FFDF,2024-01-15,2023-12-31,,USD
FFIC,Flushing Financial Corp,2024-01-24,2023-12-31,0.2,USD
FFIE,Faraday Future Intelligent Electric Inc - Class A,2023-11-13,2023-09-30,-3,USD
FFIN,First Financial Bankshares Inc,2024-01-17,2023-12-31,0.34,USD
FFIV,F5 Inc,2024-01-22,2023-12-31,3.04,USD
FFLWF,FFLWF,2023-12-11,2023-10-31,,CAD
FFMH,FFMH,2024-01-22,2023-12-31,,USD
FFNTF,FFNTF,2023-11-14,2023-10-31,,USD
FFNW,First Financial Northwest Inc,2024-01-24,2023-12-31,0.13,USD
FFWC,FFWC,2024-01-23,2023-12-31,,USD
FFWM,First Foundation Inc,2024-01-24,2023-12-31,0.04,USD
FFXXF,FFXXF,2023-11-08,2023-09-30,,USD
FGBI,First Guaranty Bancshares Inc,2024-01-29,2023-12-31,0.13,USD
FGEN,FibroGen Inc,2023-11-06,2023-09-30,-0.68,USD
FGF,FG Financial Group Inc,2023-11-07,2023-09-30,,USD
FGH,FG Group Holdings Inc,2023-11-09,2023-09-30,,USD
FGI,FGI Industries Ltd,2023-11-09,2023-09-30,0.13,USD
FGPR,FGPR,2023-12-07,2023-10-31,,USD
FHB,First Hawaiian Inc,2024-01-25,2023-12-31,0.45,USD
FHI,Federated Hermes Inc - Class B,2024-01-24,2023-12-31,0.82,USD
FHN,First Horizon Corporation,2024-01-16,2023-12-31,0.31,USD
FIBK,First Interstate BancSystem Inc,2024-01-24,2023-12-31,0.6243,USD
FICO,Fair Isaac Corp,2023-11-08,2023-09-30,5.21,USD
FICO,Fair Isaac Corp,2024-01-24,2023-12-31,5.14,USD
FIHL,Fidelis Insurance Holdings Ltd,2023-11-29,2023-09-30,0.68,USD
FINGF,FINGF,2023-11-06,2023-09-30,,CAD
FINMY,FINMY,2023-11-07,2023-09-30,0.1041,EUR
FINN,FINN,2024-01-24,2023-12-31,,USD
FINV,FinVolution Group,2023-11-13,2023-09-30,,CNY
FINW,FinWise Bancorp,2024-01-23,2023-12-31,0.27,USD
FIS,Fidelity National Information Services Inc,2023-11-07,2023-09-30,1.58,USD
FISB,FISB,2024-01-25,2023-12-31,,USD
FISI,Financial Institutions Inc,2024-01-29,2023-12-31,0.71,USD
FITB,Fifth Third Bancorp,2024-01-19,2023-12-31,0.89,USD
FIVE,Five Below Inc,2023-11-28,2023-10-31,0.23,USD
FIXX,Homology Medicines Inc,2023-11-08,2023-09-30,-0.42,USD
FIZZ,National Beverage Corp,2023-12-06,2023-10-31,0.47,USD
FJTSY,FJTSY,2024-02-01,2023-12-31,0.4082,JPY
FKWL,Franklin Wireless Corp,2023-11-13,2023-09-30,,USD
FKYS,FKYS,2024-01-29,2023-12-31,,USD
FL,Foot Locker Inc,2023-11-16,2023-10-31,-0.01,USD
FLES,FLES,2024-01-04,2023-10-31,,USD
FLEX,Flex Ltd,2024-01-23,2023-12-31,0.61,USD
FLGMF,FLGMF,2023-11-13,2023-09-30,,USD
FLGT,Fulgent Genetics Inc,2023-11-03,2023-09-30,-0.33,USD
FLIC,First Of Long Island Corp,2024-01-24,2023-12-31,0.25,USD
FLL,Full House Resorts Inc,2023-11-08,2023-09-30,-0.09,USD
FLMMF,FLMMF,2023-11-10,2023-09-30,,CAD
FLNC,Fluence Energy Inc - Class A,2023-12-12,2023-09-30,-0.06,USD
FLNG,Flex Lng Ltd,2023-11-30,2023-09-30,0.6548,USD
FLNT,Fluent Inc,2023-11-06,2023-09-30,-0.03,USD
FLO,Flowers Foods Inc,2023-11-09,2023-09-30,0.28,USD
FLR,Fluor Corporation,2023-11-03,2023-09-30,0.56,USD
FLT,Fleetcor Technologies Inc,2023-11-08,2023-09-30,4.5,USD
FLUX,Flux Power Holdings Inc,2023-11-09,2023-09-30,-0.13,USD
FLWPF,FLWPF,2023-11-27,2023-09-30,,CAD
FLWS,1-800 Flowers.com Inc - Class A,2024-01-31,2023-12-31,1.27,USD
FLXT,FLXT,2023-11-13,2023-09-30,,USD
FLYLF,FLYLF,2023-11-07,2023-09-30,,CAD
FLYW,Flywire Corp,2023-11-07,2023-09-30,0.09,USD
FMBH,First Mid Bancshares Inc,2024-01-23,2023-12-31,0.81,USD
FMBL,FMBL,2024-01-22,2023-12-31,,USD
FMBM,FMBM,2024-01-29,2023-12-31,,USD
FMCB,FMCB,2024-01-25,2023-12-31,,USD
FMCXF,FMCXF,2023-11-20,2023-09-30,,CAD
FMEGF,FMEGF,2023-11-08,2023-09-30,,CAD
FMFG,FMFG,2024-01-24,2023-12-31,,USD
FMNB,Farmers National Banc Corp,2024-01-23,2023-12-31,0.35,USD
FN,Fabrinet,2023-11-06,2023-09-30,1.86,USD
FNA,Paragon 28 Inc,2023-11-07,2023-09-30,-0.1041,USD
FNAM,FNAM,2023-11-03,2023-09-30,,USD
FNB,F.N.B. Corp,2024-01-22,2023-12-31,0.35,USD
FNCB,FNCB Bancorp Inc,2024-01-25,2023-12-31,,USD
FNF,Fidelity National Financial Inc,2023-11-07,2023-09-30,1.13,USD
FNFI,FNFI,2023-11-21,2023-09-30,,USD
FNGR,FingerMotion Inc,2024-01-15,2023-11-30,,USD
FNLC,First Bancorp Inc (ME),2024-01-16,2023-12-31,,USD
FNNZF,FNNZF,2023-12-20,2023-10-31,,CAD
FNRN,FNRN,2024-01-25,2023-12-31,,USD
FNV,Franco-Nevada Corporation,2023-11-08,2023-09-30,0.92,USD
FNWB,First Northwest Bancorp,2024-01-24,2023-12-31,0.25,USD
FNWD,Finward Bancorp,2024-01-23,2023-12-31,0.49,USD
FOA,Finance of America Companies Inc,2023-11-07,2023-09-30,-0.03,USD
FOBIF,FOBIF,2023-11-03,2023-09-30,,CAD
FOLD,Amicus Therapeutics Inc,2023-11-08,2023-09-30,-0.08,USD
FOLGF,FOLGF,2023-11-22,2023-09-30,,USD
FONR,Fonar Corp,2023-11-13,2023-09-30,,USD
FOR,Forestar Group Inc New,2023-11-07,2023-09-30,0.94,USD
FOR,Forestar Group Inc New,2024-01-22,2023-12-31,0.5997,USD
FORA,Forian Inc,2023-11-09,2023-09-30,-0.03,USD
FORD,Forward Industries Inc,2023-12-14,2023-09-30,,USD
FORG,FORG,2023-11-10,2023-09-30,-0.06,USD
FORTY,Formula Systems (1985) Ltd,2023-11-16,2023-09-30,0,USD
FOSL,Fossil Group Inc,2023-11-08,2023-09-30,,USD
FOSYF,FOSYF,2023-11-08,2023-09-30,,CAD
FOUR,Shift4 Payments Inc - Class A,2023-11-08,2023-09-30,0.69,USD
FOXO,FOXO Technologies Inc - Class A,2023-11-20,2023-09-30,,USD
